math,physique,informatique,chimie,philosophie,svt,hist,geo,ecm,anglais,sport,formation,sommes_sans_formation
19,18,18,17,14,17,16,14,13,15,16,0
19,18,18,17,16,17,15,15,16,14,15,0
18,17,17,16,15,16,16,15,16,16,19,0
19,17,18,18,15,16,14,16,16,16,17,0
19,18,18,18,17,16,15,14,18,17,13,0
20,18,17,17,16,16,16,15,17,17,16,0
20,18,17,17,16,16,16,15,17,17,17,0
20,19,17,17,16,16,16,15,17,17,17,0
19,19,18,18,17,17,16,16,15,15,17,0
19,18,17,18,16,16,16,17,17,16,18,0
19,19,17,18,16,16,16,17,17,16,18,0
19,18,17,18,17,16,17,17,17,16,18,0
19,18,17,18,17,16,17,17,17,16,19,0
20,18,17,18,17,16,17,17,17,16,19,0
19,19,18,18,17,16,17,17,17,16,19,0
19,19,19,19,18,17,16,15,16,17,19,0
20,19,19,19,18,17,16,15,16,17,19,0
19,19,19,19,18,18,17,15,16,17,19,0
19,18,18,18,17,17,17,18,18,18,19,0
19,19,18,18,17,17,17,18,18,18,19,0
19,19,19,18,17,17,17,18,18,18,19,0
19,19,19,18,17,17,18,18,18,18,19,0
19,19,19,19,18,18,18,18,17,17,19,0
20,19,19,19,18,18,18,18,17,17,19,0
20,20,19,19,18,18,18,18,17,17,19,0
20,20,20,19,18,18,18,18,17,17,19,0
19,19,19,19,18,18,18,18,19,19,19,0
19,19,19,19,18,19,19,18,19,18,19,0
20,19,19,19,18,19,19,18,19,18,19,0
20,19,19,19,18,19,19,19,19,18,19,0
13,16,13,13,11,11,11,10,11,12,11,1
14,16,13,13,11,11,11,10,11,12,11,1
14,16,14,13,11,11,11,10,11,12,11,1
14,16,14,14,11,11,11,10,11,12,11,1
14,16,14,14,12,11,11,10,11,12,11,1
14,16,14,14,12,12,11,10,11,12,11,1
14,16,14,14,12,12,11,11,11,12,11,1
15,17,15,15,11,11,11,10,11,12,11,1
15,17,15,15,11,11,11,11,11,12,11,1
15,17,15,15,11,12,11,11,11,12,11,1
15,17,15,15,11,12,11,11,12,12,11,1
16,18,16,16,11,11,11,10,11,12,11,1
17,18,16,16,11,11,11,10,11,12,11,1
17,19,16,16,11,11,11,10,11,12,11,1
17,19,17,16,11,11,11,10,11,12,11,1
17,18,17,17,11,12,11,10,11,12,11,1
17,18,18,17,11,12,11,10,11,12,11,1
17,18,18,17,12,12,11,10,11,12,11,1
17,18,18,17,12,12,11,10,11,12,12,1
17,18,18,17,12,12,11,11,11,12,12,1
17,18,18,17,12,12,11,12,11,12,12,1
17,18,18,17,12,12,11,12,12,12,12,1
16,18,16,16,14,12,14,10,11,12,15,1
16,18,16,16,14,12,14,11,11,12,15,1
16,18,16,16,14,12,14,12,11,12,15,1
16,19,16,16,14,12,16,10,11,12,15,1
16,19,16,16,14,12,16,11,11,12,15,1
16,19,16,16,14,12,16,11,12,12,15,1
17,19,16,16,14,12,16,10,11,14,15,1
17,20,16,16,14,12,16,10,11,14,15,1
16,16,18,16,14,12,14,10,11,12,15,2
16,16,18,16,14,12,14,11,11,12,15,2
16,16,18,16,14,12,14,12,11,12,15,2
16,16,19,16,14,12,16,10,11,12,15,2
16,16,19,16,14,12,16,11,11,12,15,2
16,16,19,16,14,12,16,11,12,12,15,2
17,16,19,16,14,12,16,10,11,14,15,2
17,16,20,16,14,12,16,10,11,14,15,2
17,16,20,16,14,13,16,10,11,14,15,2
17,16,20,16,14,13,16,11,11,14,15,2
17,16,20,16,14,14,16,11,11,14,15,2
17,16,19,16,16,15,16,10,11,14,15,2
17,17,19,16,16,15,16,10,11,14,15,2
17,17,19,16,16,15,16,11,11,14,15,2
17,17,19,16,16,15,16,12,11,14,15,2
18,17,19,16,16,15,16,12,11,14,15,2
17,16,19,16,14,12,16,16,15,14,15,2
17,16,19,17,14,12,16,16,15,14,15,2
17,17,18,15,15,15,14,14,15,13,19,2
18,17,18,15,14,13,15,14,15,15,19,2
18,17,19,15,14,13,15,14,15,15,19,2
18,17,19,15,14,14,15,14,15,15,19,2
17,18,19,18,15,16,13,14,15,15,16,2
18,18,19,18,15,16,13,14,15,15,16,2
18,18,19,18,16,16,13,14,15,15,16,2
18,18,19,18,16,16,14,14,15,15,16,2
17,18,19,18,16,17,15,14,15,15,16,2
18,18,19,18,16,17,15,14,15,15,16,2
18,18,19,18,16,17,15,15,15,15,16,2
18,18,19,18,17,17,15,15,15,15,16,2
18,18,19,18,17,18,16,15,14,16,16,2
10,11,11,12,10,10,10,10,10,10,10,3
10,11,11,13,10,10,10,10,10,10,10,3
10,11,11,14,10,10,10,10,10,10,10,3
11,11,11,14,10,10,10,10,10,10,10,3
11,12,11,14,10,10,10,10,10,10,10,3
11,12,11,14,10,10,10,10,10,11,10,3
10,12,12,13,11,11,10,10,11,10,10,3
10,12,12,14,11,11,10,10,11,10,10,3
11,12,12,14,11,11,10,10,11,10,10,3
11,12,12,14,12,11,10,10,11,10,10,3
11,12,12,14,12,11,10,10,11,10,11,3
11,12,12,14,12,11,10,11,11,10,11,3
11,13,13,14,11,11,11,10,11,10,11,3
11,13,13,14,11,11,11,10,11,11,11,3
11,13,13,14,11,11,11,11,11,11,11,3
11,13,13,14,12,11,11,11,11,11,11,3
11,13,13,14,12,11,12,11,11,11,11,3
11,13,13,14,12,11,12,11,11,11,12,3
13,16,13,13,11,11,11,10,11,12,11,3
14,16,13,13,11,11,11,10,11,12,11,3
14,16,14,13,11,11,11,10,11,12,11,3
14,16,14,14,11,11,11,10,11,12,11,3
14,16,14,14,12,11,11,10,11,12,11,3
14,16,14,14,12,12,11,10,11,12,11,3
14,16,14,14,12,12,11,11,11,12,11,3
15,17,15,15,11,11,11,10,11,12,11,3
15,17,15,15,11,11,11,11,11,12,11,3
15,17,15,15,11,12,11,11,11,12,11,3
15,17,15,15,11,12,11,11,12,12,11,3
16,18,16,16,11,11,11,10,11,12,11,3
